workerid,rt,trial_type,name,object_level,sentence,gender,object,question,effect,cause,response,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
21,7318,cause_effect_prior,Julie,object_mid,Julie wrote  15 love notes.,F,love notes,How many of the love notes do you think had the letter Z in them?,had the letter Z in them,wrote __,15,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,5948,cause_effect_prior,Anna,object_high,Anna left  15 ice cubes  in the hot sun.,F,ice cubes,How many of the ice cubes do you think melted?,melted,left __ in the hot sun,15,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,4658,cause_effect_prior,Kimberly,object_high,Kimberly tossed  15 coins.,F,coins,How many of the coins do you think landed flat?,landed flat,tossed __,2,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,6214,cause_effect_prior,Diane,object_mid,Diane saw  15 bananas.,F,bananas,How many of the bananas do you think were green?,were green,saw __,12,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,7414,cause_effect_prior,Nicole,object_low,Nicole put  15 soda cans  in a compost pile for a month.,F,soda cans,How many of the soda cans do you think decomposed?,decomposed,put __ in a compost pile for a month,0,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,6294,cause_effect_prior,Dorothy,object_low,Dorothy used  15 shoes  as dog toys.,F,shoes,How many of the shoes do you think ripped?,ripped,used __ as dog toys,8,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,3721,cause_effect_prior,Gregory,object_mid,Gregory put  15 chocolate bars  in the freezer.,M,chocolate bars,How many of the chocolate bars do you think froze?,froze,put __ in the freezer,15,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,8218,cause_effect_prior,Mary,object_mid,Mary pressed the breaks on  15 motorcycles.,F,motorcycles,How many of the motorcycles do you think stopped?,stopped,pressed the breaks on __,0,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,8006,cause_effect_prior,Kevin,object_mid,Kevin pushed  15 shopping carts.,M,shopping carts,How many of the shopping carts do you think rolled?,rolled,pushed __,15,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,6527,cause_effect_prior,Kathleen,object_mid,Kathleen left  15 bike lights  on (and unplugged) all day.,F,bike lights,How many of the bike lights do you think ran out of batteries?,ran out of batteries,left __ on (and unplugged) all day,11,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,3887,cause_effect_prior,Brenda,object_mid,Brenda lit  15 fireworks.,F,fireworks,How many of the fireworks do you think exploded?,exploded,lit __,15,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,9850,cause_effect_prior,George,object_low,George glued  15 beads  to a piece of paper.,M,beads,How many of the beads do you think stuck?,stuck,glued __ to a piece of paper,15,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,5870,cause_effect_prior,Carolyn,object_low,Carolyn threw  15 baseballs  against a wall.,F,baseballs,How many of the baseballs do you think stuck to the wall?,stuck to the wall,threw __ against a wall,15,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,4070,cause_effect_prior,Emma,object_mid,Emma wrote  15 songs.,F,songs,How many of the songs do you think rhymed?,rhymed,wrote __,12,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,5750,cause_effect_prior,Amanda,object_mid,Amanda told a joke to  15 comedians.,F,comedians,How many of the comedians do you think laughed?,laughed,told a joke to __,8,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,5882,cause_effect_prior,William,object_mid,William punched  15 block towers.,M,block towers,How many of the block towers do you think fell down?,fell down,punched __,0,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,5592,cause_effect_prior,Sharon,object_high,Sharon spilled red nail polish on  15 white carpets.,F,white carpets,How many of the white carpets do you think got stained?,got stained,spilled red nail polish on __,15,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
21,4271,cause_effect_prior,Justin,object_high,Justin placed  15 mirrors  in the sun.,M,mirrors,How many of the mirrors do you think reflected the sunlight?,reflected the sunlight,placed __ in the sun,15,english,2,Female,26,n/a,Yes,3,Windows,576,1025,Firefox,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3IGI0VL647J5E0IZTBCHUNOPITUON0,21,Submitted,Mon Sep 21 07:49:50 PDT 2015,Fri Sep 18 07:45:39 PDT 2015,Fri Sep 18 07:49:50 PDT 2015,,,,,,[],{},4.091233333333333
22,5874,cause_effect_prior,Julie,object_low,Julie placed  15 phone screens  in the sun.,F,phone screens,How many of the phone screens do you think reflected the sunlight?,reflected the sunlight,placed __ in the sun,12,english,2,Male,24,none. ,Yes,3,Windows,900,1600,Chrome,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3STRJBFXOWQKJM24SF60W5D8N65TKL,22,Submitted,Mon Sep 21 07:49:56 PDT 2015,Fri Sep 18 07:46:10 PDT 2015,Fri Sep 18 07:49:56 PDT 2015,,,,,,[],{},3.6947666666666668
22,6712,cause_effect_prior,Nancy,object_low,Nancy threw  15 balloons  into a pool.,F,balloons,How many of the balloons do you think sank?,sank,threw __ into a pool,0,english,2,Male,24,none. ,Yes,3,Windows,900,1600,Chrome,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3STRJBFXOWQKJM24SF60W5D8N65TKL,22,Submitted,Mon Sep 21 07:49:56 PDT 2015,Fri Sep 18 07:46:10 PDT 2015,Fri Sep 18 07:49:56 PDT 2015,,,,,,[],{},3.6947666666666668
22,4237,cause_effect_prior,Carol,object_low,Carol ran  15 logs  over with a car.,F,logs,How many of the logs do you think broke?,broke,ran __ over with a car,8,english,2,Male,24,none. ,Yes,3,Windows,900,1600,Chrome,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3STRJBFXOWQKJM24SF60W5D8N65TKL,22,Submitted,Mon Sep 21 07:49:56 PDT 2015,Fri Sep 18 07:46:10 PDT 2015,Fri Sep 18 07:49:56 PDT 2015,,,,,,[],{},3.6947666666666668
22,4148,cause_effect_prior,Jonathan,object_mid,Jonathan pushed  15 shopping carts.,M,shopping carts,How many of the shopping carts do you think rolled?,rolled,pushed __,15,english,2,Male,24,none. ,Yes,3,Windows,900,1600,Chrome,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3STRJBFXOWQKJM24SF60W5D8N65TKL,22,Submitted,Mon Sep 21 07:49:56 PDT 2015,Fri Sep 18 07:46:10 PDT 2015,Fri Sep 18 07:49:56 PDT 2015,,,,,,[],{},3.6947666666666668
22,2764,cause_effect_prior,William,object_low,William left  15 phones  on (and unplugged) all day.,M,phones,How many of the phones do you think ran out of batteries?,ran out of batteries,left __ on (and unplugged) all day,12,english,2,Male,24,none. ,Yes,3,Windows,900,1600,Chrome,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3STRJBFXOWQKJM24SF60W5D8N65TKL,22,Submitted,Mon Sep 21 07:49:56 PDT 2015,Fri Sep 18 07:46:10 PDT 2015,Fri Sep 18 07:49:56 PDT 2015,,,,,,[],{},3.6947666666666668
22,3999,cause_effect_prior,Robert,object_low,Robert used  15 shoes  as dog toys.,M,shoes,How many of the shoes do you think ripped?,ripped,used __ as dog toys,12,english,2,Male,24,none. ,Yes,3,Windows,900,1600,Chrome,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3STRJBFXOWQKJM24SF60W5D8N65TKL,22,Submitted,Mon Sep 21 07:49:56 PDT 2015,Fri Sep 18 07:46:10 PDT 2015,Fri Sep 18 07:49:56 PDT 2015,,,,,,[],{},3.6947666666666668
22,2659,cause_effect_prior,Sharon,object_mid,Sharon left  15 hats  on a table on a windy day.,F,hats,How many of the hats do you think blew away?,blew away,left __ on a table on a windy day,11,english,2,Male,24,none. ,Yes,3,Windows,900,1600,Chrome,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3STRJBFXOWQKJM24SF60W5D8N65TKL,22,Submitted,Mon Sep 21 07:49:56 PDT 2015,Fri Sep 18 07:46:10 PDT 2015,Fri Sep 18 07:49:56 PDT 2015,,,,,,[],{},3.6947666666666668
22,2740,cause_effect_prior,Sarah,object_high,Sarah threw  15 matches  into a fire.,F,matches,How many of the matches do you think burnt?,burnt,threw __ into a fire,15,english,2,Male,24,none. ,Yes,3,Windows,900,1600,Chrome,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3STRJBFXOWQKJM24SF60W5D8N65TKL,22,Submitted,Mon Sep 21 07:49:56 PDT 2015,Fri Sep 18 07:46:10 PDT 2015,Fri Sep 18 07:49:56 PDT 2015,,,,,,[],{},3.6947666666666668
22,3680,cause_effect_prior,Sandra,object_high,Sandra threw  15 pieces of gum  against a wall.,F,pieces of gum,How many of the pieces of gum do you think stuck to the wall?,stuck to the wall,threw __ against a wall,13,english,2,Male,24,none. ,Yes,3,Windows,900,1600,Chrome,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3STRJBFXOWQKJM24SF60W5D8N65TKL,22,Submitted,Mon Sep 21 07:49:56 PDT 2015,Fri Sep 18 07:46:10 PDT 2015,Fri Sep 18 07:49:56 PDT 2015,,,,,,[],{},3.6947666666666668
22,2306,cause_effect_prior,Emily,object_high,Emily cut off  15 taxi drivers.,F,taxi drivers,How many of the taxi drivers do you think honked?,honked,cut off __,10,english,2,Male,24,none. ,Yes,3,Windows,900,1600,Chrome,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3STRJBFXOWQKJM24SF60W5D8N65TKL,22,Submitted,Mon Sep 21 07:49:56 PDT 2015,Fri Sep 18 07:46:10 PDT 2015,Fri Sep 18 07:49:56 PDT 2015,,,,,,[],{},3.6947666666666668
22,3871,cause_effect_prior,Brian,object_mid,Brian pressed the &quotecharon&quotechar button on  15 computers.,M,computers,How many of the computers do you think lit up?,lit up,pressed the &quotecharon&quotechar button on __,15,english,2,Male,24,none. ,Yes,3,Windows,900,1600,Chrome,3RWB1RTQDIMZA992C7VBD67YM56P8H,35EE6WR8LG2CIUU0ASXWIQMXNDW177,Language study,A 7-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Fri Sep 18 07:44:31 PDT 2015,120,0,0,0,Reviewable,NotReviewed,1 condition,2400,259200,Sun Oct 18 07:44:31 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3RWB1RTQDIMZA992C7VBD67YM56P8H,3STRJBFXOWQKJM24SF60W5D8N65TKL,22,Submitted,Mon Sep 21 07:49:56 PDT 2015,Fri Sep 18 07:46:10 PDT 2015,Fri Sep 18 07:49:56 PDT 2015,,,,,,[],{},3.6947666666666668
