workerid,rt,effect,cause,language,age,gender,other_gender,quantifier,object_level,response,object,num_objects,slide_number_in_experiment,enjoyment,asses,comments,trial,Item,ProportionResponse,PriorExpectation
27,15599,had the letter Z in them,wrote __,English,42,F,F,Some,object_mid,5,love notes,15,4,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,2,had the letter Z in them love notes,0.3333333333333333,5.775082649817127
27,6735,lit up,pressed the 'on' button on __,English,42,M,M,None,object_low,0,cd-players,15,5,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,3,lit up cd-players,0,12.391837229251065
27,8407,fell down,punched __,English,42,M,M,None,object_low,0,shelves,15,6,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,4,fell down shelves,0,6.721416845326691
27,10712,stuck,glued __ to a piece of paper,English,42,M,F,long_filler,object_mid,15,sequins,15,7,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,5,stuck sequins,1,12.652303924869136
27,23647,broke,ran __ over with a car,English,42,M,M,Some,object_mid,8,boxes,15,8,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,6,broke boxes,0.5333333333333333,13.227516378151478
27,8649,ripped,used __ as dog toys,English,42,M,F,All,object_high,15,books,15,9,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,7,ripped books,1,12.65668880089622
27,14039,were green,saw __,English,42,F,M,Some,object_mid,10,bananas,15,10,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,8,were green bananas,0.6666666666666666,5.5415456638101155
27,5617,stopped,pressed the brakes on __,English,42,F,F,None,object_low,0,bicycles,15,11,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,9,stopped bicycles,0,13.402223753015846
27,4368,exploded,lit __,English,42,M,M,Some,object_high,5,gas tanks,15,12,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,10,exploded gas tanks,0.3333333333333333,12.966228825360377
27,6999,flashed,took a picture with __,English,42,M,M,Some,object_high,10,cameras,15,13,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,11,flashed cameras,0.6666666666666666,9.940973957313002
27,11113,got stained,spilled red nail polish on __,English,42,M,M,Some,object_low,8,white tablecloths,15,14,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,12,got stained white tablecloths,0.5333333333333333,13.882496788490633
27,5294,ran out of batteries,left __ on (and unplugged) all day,English,42,F,F,Some,object_low,9,phones,15,15,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,13,ran out of batteries phones,0.6,9.489259741561506
27,20527,blew away,left __ on a table on a windy day,English,42,M,M,short_filler,object_mid,15,hats,15,16,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,14,blew away hats,1,11.052387485109298
27,6048,exploded,heated up __ in a microwave,English,42,M,F,long_filler,object_low,15,CDs,15,17,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,15,exploded CDs,1,7.84924747413427
27,9111,ate the seeds,left seeds out for __,English,42,M,F,long_filler,object_low,9,dogs,15,18,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,16,ate the seeds dogs,0.6,6.344011650905836
27,7312,decomposed,put __ in a compost pile for a month,English,42,F,M,short_filler,object_low,15,soda cans,15,19,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,17,decomposed soda cans,1,2.187018475900629
27,4639,rolled,pushed __,English,42,M,F,Some,object_high,7,wheelchairs,15,20,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,18,rolled wheelchairs,0.4666666666666667,14.081890892791053
27,18641,beeped,left the lights on in __,English,42,F,M,long_filler,object_high,15,new cars,15,21,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,19,beeped new cars,1,9.052822868614953
27,3441,sank,threw __ into a pool,English,42,M,F,All,object_low,15,balloons,15,22,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,20,sank balloons,1,1.5445100044791333
27,6016,laughed,told a joke to __,English,42,M,F,All,object_mid,15,comedians,15,23,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,21,laughed comedians,1,8.440146775068634
27,2695,froze,put __ in the freezer,English,42,F,F,Some,object_mid,8,chocolate bars,15,24,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,22,froze chocolate bars,0.5333333333333333,13.981233371629443
27,9455,burnt,threw __ into a fire,English,42,F,F,short_filler,object_low,15,rocks,15,25,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,23,burnt rocks,1,4.621885587211013
27,5657,reflected the sunlight,placed __ in the sun,English,42,F,F,Some,object_mid,12,diamonds,15,26,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,24,reflected the sunlight diamonds,0.8,14.033830597116333
27,13231,honked,cut off __,English,42,F,M,long_filler,object_high,9,taxi drivers,15,27,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,25,honked taxi drivers,0.6,11.196844691877397
27,9928,popped,poked __ with a pin,English,42,M,F,short_filler,object_low,15,eggs,15,28,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,26,popped eggs,1,8.683263088658803
27,4624,stuck to the wall,threw __ against a wall,English,42,F,F,All,object_high,15,pieces of gum,15,29,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,27,stuck to the wall pieces of gum,1,7.253162612975175
27,7137,landed flat,tossed __,English,42,M,M,None,object_high,0,coins,15,30,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,28,landed flat coins,0,12.937387615808788
27,5591,rhymed,wrote __,English,42,M,F,All,object_high,15,limericks,15,31,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,29,rhymed limericks,1,12.14705218576939
27,5447,melted,left __ in the hot sun,English,42,M,F,None,object_mid,0,crayons,15,32,1,Confused,I am uncertain whether we were using common sense to answer the questions or not. I only know that I did answer the all or none questions right. Thanks.,30,melted crayons,0,13.231037108035327
28,8525,ripped,used __ as dog toys,english,37,F,F,Some,object_mid,8,shirts,15,3,1,Yes,NA,1,ripped shirts,0.5333333333333333,10.860010931867507
28,5817,sank,threw __ into a pool,english,37,M,F,Some,object_high,7,marbles,15,4,1,Yes,NA,2,sank marbles,0.4666666666666667,13.753390342917251
28,9285,burnt,threw __ into a fire,english,37,M,F,short_filler,object_high,15,matches,15,5,1,Yes,NA,3,burnt matches,1,14.323536207549443
28,8712,blew away,left __ on a table on a windy day,english,37,M,F,long_filler,object_mid,10,hats,15,6,1,Yes,NA,4,blew away hats,0.6666666666666666,11.052387485109298
28,7576,were green,saw __,english,37,M,M,Some,object_low,7,strawberries,15,7,1,Yes,NA,5,were green strawberries,0.4666666666666667,3.8450290098690334
28,11217,decomposed,put __ in a compost pile for a month,english,37,F,M,None,object_high,0,banana peels,15,8,1,Yes,NA,6,decomposed banana peels,0,13.147252019709121
28,6847,reflected the sunlight,placed __ in the sun,english,37,M,F,short_filler,object_mid,15,diamonds,15,9,1,Yes,NA,7,reflected the sunlight diamonds,1,14.033830597116333
28,6945,exploded,heated up __ in a microwave,english,37,F,F,All,object_mid,15,balls of tin foil,15,10,1,Yes,NA,8,exploded balls of tin foil,1,11.403316050279962
28,5520,rhymed,wrote __,english,37,F,M,Some,object_low,6,poems,15,11,1,Yes,NA,9,rhymed poems,0.4,9.78994930986818
28,5967,ran out of batteries,left __ on (and unplugged) all day,english,37,F,F,None,object_low,0,phones,15,12,1,Yes,NA,10,ran out of batteries phones,0,9.489259741561506
28,9336,got stained,spilled red nail polish on __,english,37,F,F,Some,object_low,6,white tablecloths,15,13,1,Yes,NA,11,got stained white tablecloths,0.4,13.882496788490633
28,9752,froze,put __ in the freezer,english,37,M,F,long_filler,object_mid,15,chocolate bars,15,14,1,Yes,NA,12,froze chocolate bars,1,13.981233371629443
28,6745,broke,ran __ over with a car,english,37,F,M,Some,object_mid,7,boxes,15,15,1,Yes,NA,13,broke boxes,0.4666666666666667,13.227516378151478
28,7968,ate the seeds,left seeds out for __,english,37,F,M,Some,object_mid,8,butterflies,15,16,1,Yes,NA,14,ate the seeds butterflies,0.5333333333333333,8.606938580395987
28,9783,landed flat,tossed __,english,37,M,M,long_filler,object_low,13,notebooks,15,17,1,Yes,NA,15,landed flat notebooks,0.8666666666666667,12.070264558564942
28,5519,stuck,glued __ to a piece of paper,english,37,F,M,Some,object_low,7,beads,15,18,1,Yes,NA,16,stuck beads,0.4666666666666667,12.048584480716158
28,8072,had the letter Z in them,wrote __,english,37,M,M,Some,object_mid,5,love notes,15,19,1,Yes,NA,17,had the letter Z in them love notes,0.3333333333333333,5.775082649817127
28,6912,fell down,punched __,english,37,F,M,None,object_low,0,shelves,15,20,1,Yes,NA,18,fell down shelves,0,6.721416845326691
28,10177,exploded,lit __,english,37,F,F,short_filler,object_low,0,candles,15,21,1,Yes,NA,19,exploded candles,0,1.159048787109265
28,6952,popped,poked __ with a pin,english,37,F,F,short_filler,object_mid,15,balloons,15,22,1,Yes,NA,20,popped balloons,1,14.185919225153699
28,7881,dissolved,put __ in a bucket of water,english,37,F,M,None,object_high,0,sugar cubes,15,23,1,Yes,NA,21,dissolved sugar cubes,0,14.137852924451185
28,6800,honked,cut off __,english,37,F,M,None,object_low,0,bicyclists,15,24,1,Yes,NA,22,honked bicyclists,0,5.317873569706685
28,5623,beeped,left the lights on in __,english,37,F,M,All,object_high,15,new cars,15,25,1,Yes,NA,23,beeped new cars,1,9.052822868614953
28,5408,stuck to the wall,threw __ against a wall,english,37,M,M,long_filler,object_high,4,pieces of gum,15,26,1,Yes,NA,24,stuck to the wall pieces of gum,0.26666666666666666,7.253162612975175
28,7352,melted,left __ in the hot sun,english,37,M,M,All,object_high,15,ice cubes,15,27,1,Yes,NA,25,melted ice cubes,1,14.08769806047017
28,12975,rolled,pushed __,english,37,M,M,short_filler,object_mid,15,shopping carts,15,28,1,Yes,NA,26,rolled shopping carts,1,13.115460824610237
28,8215,laughed,told a joke to __,english,37,M,F,long_filler,object_mid,7,comedians,15,29,1,Yes,NA,27,laughed comedians,0.4666666666666667,8.440146775068634
28,7760,stopped,pressed the brakes on __,english,37,F,M,All,object_low,15,bicycles,15,30,1,Yes,NA,28,stopped bicycles,1,13.402223753015846
28,6496,lit up,pressed the 'on' button on __,english,37,M,F,Some,object_mid,8,computers,15,31,1,Yes,NA,29,lit up computers,0.5333333333333333,13.410494165057099
28,7224,flashed,took a picture with __,english,37,F,F,All,object_low,15,webcams,15,32,1,Yes,NA,30,flashed webcams,1,6.31436691074992
29,7118,reflected the sunlight,placed __ in the sun,english,29,F,F,None,object_mid,0,diamonds,15,3,1,Yes,NA,1,reflected the sunlight diamonds,0,14.033830597116333
29,16180,flashed,took a picture with __,english,29,M,M,long_filler,object_high,9,cameras,15,4,1,Yes,NA,2,flashed cameras,0.6,9.940973957313002
29,8499,exploded,heated up __ in a microwave,english,29,M,M,Some,object_mid,6,balls of tin foil,15,5,1,Yes,NA,3,exploded balls of tin foil,0.4,11.403316050279962
29,7203,beeped,left the lights on in __,english,29,F,M,Some,object_mid,5,old cars,15,6,1,Yes,NA,4,beeped old cars,0.3333333333333333,3.376453592389398
29,12443,exploded,lit __,english,29,M,M,Some,object_mid,12,fireworks,15,7,1,Yes,NA,5,exploded fireworks,0.8,12.834754345666402
29,5523,fell down,punched __,english,29,F,F,All,object_low,15,shelves,15,8,1,Yes,NA,6,fell down shelves,1,6.721416845326691
29,9100,froze,put __ in the freezer,english,29,M,M,long_filler,object_low,4,bottles of hand soap,15,9,1,Yes,NA,7,froze bottles of hand soap,0.26666666666666666,10.935477411822802
29,13858,ripped,used __ as dog toys,english,29,M,F,Some,object_high,9,books,15,10,1,Yes,NA,8,ripped books,0.6,12.65668880089622
29,9427,dissolved,put __ in a bucket of water,english,29,M,F,short_filler,object_mid,15,oreos,15,11,1,Yes,NA,9,dissolved oreos,1,10.873526102810693
29,7665,ate the seeds,left seeds out for __,english,29,F,M,Some,object_high,10,birds,15,12,1,Yes,NA,10,ate the seeds birds,0.6666666666666666,12.365944808737018
29,9777,laughed,told a joke to __,english,29,F,M,long_filler,object_low,12,lawyers,15,13,1,Yes,NA,11,laughed lawyers,0.8,8.501712492528245
29,6050,blew away,left __ on a table on a windy day,english,29,F,M,All,object_low,15,backpacks,15,14,1,Yes,NA,12,blew away backpacks,1,3.1859673290741206
29,6770,stopped,pressed the brakes on __,english,29,M,F,short_filler,object_low,15,bicycles,15,15,1,Yes,NA,13,stopped bicycles,1,13.402223753015846
29,4390,broke,ran __ over with a car,english,29,F,F,Some,object_high,12,sunglasses,15,16,1,Yes,NA,14,broke sunglasses,0.8,14.107479459023798
29,4714,melted,left __ in the hot sun,english,29,M,M,All,object_low,15,pencils,15,17,1,Yes,NA,15,melted pencils,1,2.4374810535720317
29,6313,stuck,glued __ to a piece of paper,english,29,F,F,Some,object_mid,11,sequins,15,18,1,Yes,NA,16,stuck sequins,0.7333333333333333,12.652303924869136
29,5084,had the letter Z in them,wrote __,english,29,F,F,All,object_low,15,birthday cards,15,19,1,Yes,NA,17,had the letter Z in them birthday cards,1,2.838703299024723
29,4941,rolled,pushed __,english,29,F,M,None,object_low,0,toy cars,15,20,1,Yes,NA,18,rolled toy cars,0,13.15225908088078
29,5715,honked,cut off __,english,29,M,M,All,object_mid,15,bus drivers,15,21,1,Yes,NA,19,honked bus drivers,1,10.112891699999901
29,5256,decomposed,put __ in a compost pile for a month,english,29,F,F,Some,object_mid,9,pinecones,15,22,1,Yes,NA,20,decomposed pinecones,0.6,9.491784817341596
29,9073,were green,saw __,english,29,F,F,short_filler,object_low,1,strawberries,15,23,1,Yes,NA,21,were green strawberries,0.06666666666666667,3.8450290098690334
29,5114,stuck to the wall,threw __ against a wall,english,29,M,F,None,object_high,0,pieces of gum,15,24,1,Yes,NA,22,stuck to the wall pieces of gum,0,7.253162612975175
29,7246,sank,threw __ into a pool,english,29,F,M,long_filler,object_low,0,balloons,15,25,1,Yes,NA,23,sank balloons,0,1.5445100044791333
29,7856,ran out of batteries,left __ on (and unplugged) all day,english,29,M,F,Some,object_high,11,laptops,15,26,1,Yes,NA,24,ran out of batteries laptops,0.7333333333333333,12.969289999403273
29,4684,lit up,pressed the 'on' button on __,english,29,M,M,short_filler,object_low,15,cd-players,15,27,1,Yes,NA,25,lit up cd-players,1,12.391837229251065
29,4816,burnt,threw __ into a fire,english,29,F,F,None,object_low,0,rocks,15,28,1,Yes,NA,26,burnt rocks,0,4.621885587211013
29,9357,got stained,spilled red nail polish on __,english,29,M,M,Some,object_low,11,white tablecloths,15,29,1,Yes,NA,27,got stained white tablecloths,0.7333333333333333,13.882496788490633
29,10350,popped,poked __ with a pin,english,29,M,F,long_filler,object_mid,9,balloons,15,30,1,Yes,NA,28,popped balloons,0.6,14.185919225153699
29,6228,rhymed,wrote __,english,29,F,M,short_filler,object_high,10,limericks,15,31,1,Yes,NA,29,rhymed limericks,0.6666666666666666,12.14705218576939
29,6662,landed flat,tossed __,english,29,F,F,None,object_high,0,coins,15,32,1,Yes,NA,30,landed flat coins,0,12.937387615808788
30,18769,decomposed,put __ in a compost pile for a month,english,57,F,M,All,object_low,15,soda cans,15,3,2,Yes,NA,1,decomposed soda cans,1,2.187018475900629
30,18271,fell down,punched __,english,57,M,F,long_filler,object_low,7,shelves,15,4,2,Yes,NA,2,fell down shelves,0.4666666666666667,6.721416845326691
30,9591,lit up,pressed the 'on' button on __,english,57,M,M,short_filler,object_high,15,flashlights,15,5,2,Yes,NA,3,lit up flashlights,1,12.642749860431877
30,15166,exploded,lit __,english,57,F,F,Some,object_low,5,candles,15,6,2,Yes,NA,4,exploded candles,0.3333333333333333,1.159048787109265
30,9079,burnt,threw __ into a fire,english,57,M,M,Some,object_low,5,rocks,15,7,2,Yes,NA,5,burnt rocks,0.3333333333333333,4.621885587211013
30,17729,ate the seeds,left seeds out for __,english,57,F,F,short_filler,object_low,0,dogs,15,8,2,Yes,NA,6,ate the seeds dogs,0,6.344011650905836
30,10420,rolled,pushed __,english,57,F,M,All,object_mid,15,shopping carts,15,9,2,Yes,NA,7,rolled shopping carts,1,13.115460824610237
30,12991,rhymed,wrote __,english,57,M,F,Some,object_high,8,limericks,15,10,2,Yes,NA,8,rhymed limericks,0.5333333333333333,12.14705218576939
30,12852,were green,saw __,english,57,F,M,All,object_mid,15,bananas,15,11,2,Yes,NA,9,were green bananas,1,5.5415456638101155
30,12362,broke,ran __ over with a car,english,57,M,F,Some,object_high,9,sunglasses,15,12,2,Yes,NA,10,broke sunglasses,0.6,14.107479459023798
30,23032,honked,cut off __,english,57,M,F,Some,object_low,2,bicyclists,15,13,2,Yes,NA,11,honked bicyclists,0.13333333333333333,5.317873569706685
30,19757,ran out of batteries,left __ on (and unplugged) all day,english,57,M,M,short_filler,object_low,12,phones,15,14,2,Yes,NA,12,ran out of batteries phones,0.8,9.489259741561506
30,11227,got stained,spilled red nail polish on __,english,57,M,M,short_filler,object_high,15,white carpets,15,15,2,Yes,NA,13,got stained white carpets,1,14.128146496766012
30,12025,landed flat,tossed __,english,57,M,F,None,object_low,0,notebooks,15,16,2,Yes,NA,14,landed flat notebooks,0,12.070264558564942
30,7952,exploded,heated up __ in a microwave,english,57,F,F,None,object_low,0,CDs,15,17,2,Yes,NA,15,exploded CDs,0,7.84924747413427
30,7095,reflected the sunlight,placed __ in the sun,english,57,F,M,None,object_mid,0,diamonds,15,18,2,Yes,NA,16,reflected the sunlight diamonds,0,14.033830597116333
30,7235,blew away,left __ on a table on a windy day,english,57,M,F,None,object_low,0,backpacks,15,19,2,Yes,NA,17,blew away backpacks,0,3.1859673290741206
30,12789,ripped,used __ as dog toys,english,57,M,F,long_filler,object_high,15,books,15,20,2,Yes,NA,18,ripped books,1,12.65668880089622
30,7364,stopped,pressed the brakes on __,english,57,F,M,All,object_low,15,bicycles,15,21,2,Yes,NA,19,stopped bicycles,1,13.402223753015846
30,11932,froze,put __ in the freezer,english,57,M,M,long_filler,object_mid,15,chocolate bars,15,22,2,Yes,NA,20,froze chocolate bars,1,13.981233371629443
30,7687,flashed,took a picture with __,english,57,F,F,All,object_mid,15,phones,15,23,2,Yes,NA,21,flashed phones,1,9.01407984535733
30,25620,laughed,told a joke to __,english,57,F,M,short_filler,object_mid,15,comedians,15,24,2,Yes,NA,22,laughed comedians,1,8.440146775068634
30,7576,had the letter Z in them,wrote __,english,57,F,F,None,object_mid,0,love notes,15,25,2,Yes,NA,23,had the letter Z in them love notes,0,5.775082649817127
30,16064,stuck,glued __ to a piece of paper,english,57,M,F,long_filler,object_mid,15,sequins,15,26,2,Yes,NA,24,stuck sequins,1,12.652303924869136
30,9025,dissolved,put __ in a bucket of water,english,57,F,F,Some,object_mid,8,oreos,15,27,2,Yes,NA,25,dissolved oreos,0.5333333333333333,10.873526102810693
30,13234,popped,poked __ with a pin,english,57,M,M,Some,object_high,10,bubbles,15,28,2,Yes,NA,26,popped bubbles,0.6666666666666666,14.421873858181714
30,17303,beeped,left the lights on in __,english,57,F,F,long_filler,object_low,0,houses,15,29,2,Yes,NA,27,beeped houses,0,3.3887985484645995
30,5997,stuck to the wall,threw __ against a wall,english,57,M,M,Some,object_mid,8,cakes,15,30,2,Yes,NA,28,stuck to the wall cakes,0.5333333333333333,5.0530497893902515
30,6268,sank,threw __ into a pool,english,57,M,M,Some,object_mid,8,cups,15,31,2,Yes,NA,29,sank cups,0.5333333333333333,6.20158939454454
30,7838,melted,left __ in the hot sun,english,57,F,M,Some,object_mid,8,crayons,15,32,2,Yes,NA,30,melted crayons,0.5333333333333333,13.231037108035327
31,10749,lit up,pressed the 'on' button on __,English,48,F,M,Some,object_high,8,flashlights,15,3,1,Yes,NA,1,lit up flashlights,0.5333333333333333,12.642749860431877
31,4902,melted,left __ in the hot sun,English,48,M,F,Some,object_low,4,pencils,15,4,1,Yes,NA,2,melted pencils,0.26666666666666666,2.4374810535720317
31,4287,stuck,glued __ to a piece of paper,English,48,M,F,All,object_mid,15,sequins,15,5,1,Yes,NA,3,stuck sequins,1,12.652303924869136
31,11455,exploded,lit __,English,48,F,F,long_filler,object_low,0,candles,15,6,1,Yes,NA,4,exploded candles,0,1.159048787109265
31,8713,landed flat,tossed __,English,48,M,F,None,object_low,0,notebooks,15,7,1,Yes,NA,5,landed flat notebooks,0,12.070264558564942
31,7191,exploded,heated up __ in a microwave,English,48,F,M,Some,object_mid,8,balls of tin foil,15,8,1,Yes,NA,6,exploded balls of tin foil,0.5333333333333333,11.403316050279962
31,11593,reflected the sunlight,placed __ in the sun,English,48,M,M,short_filler,object_low,15,phone screens,15,9,1,Yes,NA,7,reflected the sunlight phone screens,1,13.200526028593703
31,7447,ran out of batteries,left __ on (and unplugged) all day,English,48,F,F,All,object_high,15,laptops,15,10,1,Yes,NA,8,ran out of batteries laptops,1,12.969289999403273
31,7207,sank,threw __ into a pool,English,48,M,F,short_filler,object_high,15,marbles,15,11,1,Yes,NA,9,sank marbles,1,13.753390342917251
31,7545,rhymed,wrote __,English,48,M,F,long_filler,object_low,15,poems,15,12,1,Yes,NA,10,rhymed poems,1,9.78994930986818
31,12710,ate the seeds,left seeds out for __,English,48,F,F,long_filler,object_high,3,birds,15,13,1,Yes,NA,11,ate the seeds birds,0.2,12.365944808737018
31,7553,beeped,left the lights on in __,English,48,M,M,None,object_mid,0,old cars,15,14,1,Yes,NA,12,beeped old cars,0,3.376453592389398
31,10392,broke,ran __ over with a car,English,48,M,M,Some,object_mid,10,boxes,15,15,1,Yes,NA,13,broke boxes,0.6666666666666666,13.227516378151478
31,6784,burnt,threw __ into a fire,English,48,M,F,None,object_high,0,matches,15,16,1,Yes,NA,14,burnt matches,0,14.323536207549443
31,5047,were green,saw __,English,48,F,M,Some,object_mid,9,bananas,15,17,1,Yes,NA,15,were green bananas,0.6,5.5415456638101155
31,9137,honked,cut off __,English,48,M,F,short_filler,object_high,15,taxi drivers,15,18,1,Yes,NA,16,honked taxi drivers,1,11.196844691877397
31,7792,fell down,punched __,English,48,F,M,All,object_mid,15,block towers,15,19,1,Yes,NA,17,fell down block towers,1,12.263438501967169
31,6424,rolled,pushed __,English,48,F,F,long_filler,object_high,15,wheelchairs,15,20,1,Yes,NA,18,rolled wheelchairs,1,14.081890892791053
31,5431,stopped,pressed the brakes on __,English,48,M,M,None,object_low,0,bicycles,15,21,1,Yes,NA,19,stopped bicycles,0,13.402223753015846
31,5504,laughed,told a joke to __,English,48,M,F,Some,object_low,10,lawyers,15,22,1,Yes,NA,20,laughed lawyers,0.6666666666666666,8.501712492528245
31,6568,got stained,spilled red nail polish on __,English,48,F,F,Some,object_low,8,white tablecloths,15,23,1,Yes,NA,21,got stained white tablecloths,0.5333333333333333,13.882496788490633
31,7160,popped,poked __ with a pin,English,48,M,F,Some,object_low,7,eggs,15,24,1,Yes,NA,22,popped eggs,0.4666666666666667,8.683263088658803
31,7120,dissolved,put __ in a bucket of water,English,48,F,M,short_filler,object_high,15,sugar cubes,15,25,1,Yes,NA,23,dissolved sugar cubes,1,14.137852924451185
31,11328,flashed,took a picture with __,English,48,M,M,long_filler,object_high,12,cameras,15,26,1,Yes,NA,24,flashed cameras,0.8,9.940973957313002
31,6544,had the letter Z in them,wrote __,English,48,F,M,All,object_high,15,novels,15,27,1,Yes,NA,25,had the letter Z in them novels,1,12.417127900629465
31,8239,stuck to the wall,threw __ against a wall,English,48,F,F,All,object_low,15,baseballs,15,28,1,Yes,NA,26,stuck to the wall baseballs,1,2.260884648323793
31,8248,decomposed,put __ in a compost pile for a month,English,48,M,F,Some,object_low,5,soda cans,15,29,1,Yes,NA,27,decomposed soda cans,0.3333333333333333,2.187018475900629
31,5800,blew away,left __ on a table on a windy day,English,48,M,M,short_filler,object_high,15,napkins,15,30,1,Yes,NA,28,blew away napkins,1,13.88454430875539
31,5129,froze,put __ in the freezer,English,48,M,F,Some,object_high,10,berries,15,31,1,Yes,NA,29,froze berries,0.6666666666666666,14.377259004987641
31,6903,ripped,used __ as dog toys,English,48,M,M,None,object_low,0,shoes,15,32,1,Yes,NA,30,ripped shoes,0,10.387117903875804
32,45342,lit up,pressed the 'on' button on __,english,34,M,M,None,object_low,0,cd-players,15,3,2,Yes,NA,1,lit up cd-players,0,12.391837229251065
32,18483,got stained,spilled red nail polish on __,english,34,M,F,short_filler,object_low,15,white tablecloths,15,4,2,Yes,NA,2,got stained white tablecloths,1,13.882496788490633
32,27730,decomposed,put __ in a compost pile for a month,english,34,F,F,None,object_mid,8,pinecones,15,5,2,Yes,NA,3,decomposed pinecones,0.5333333333333333,9.491784817341596
32,16547,laughed,told a joke to __,english,34,F,M,long_filler,object_high,2,kids,15,6,2,Yes,NA,4,laughed kids,0.13333333333333333,9.49379625023112
32,8894,melted,left __ in the hot sun,english,34,M,M,None,object_mid,10,crayons,15,7,2,Yes,NA,5,melted crayons,0.6666666666666666,13.231037108035327
32,14880,were green,saw __,english,34,M,M,Some,object_low,7,strawberries,15,8,2,Yes,NA,6,were green strawberries,0.4666666666666667,3.8450290098690334
32,11512,broke,ran __ over with a car,english,34,F,M,All,object_mid,15,boxes,15,9,2,Yes,NA,7,broke boxes,1,13.227516378151478
32,10289,landed flat,tossed __,english,34,F,M,Some,object_low,8,notebooks,15,10,2,Yes,NA,8,landed flat notebooks,0.5333333333333333,12.070264558564942
32,11618,reflected the sunlight,placed __ in the sun,english,34,F,F,Some,object_low,15,phone screens,15,11,2,Yes,NA,9,reflected the sunlight phone screens,1,13.200526028593703
32,15427,beeped,left the lights on in __,english,34,M,F,All,object_low,15,houses,15,12,2,Yes,NA,10,beeped houses,1,3.3887985484645995
32,6273,exploded,lit __,english,34,M,F,long_filler,object_low,15,candles,15,13,2,Yes,NA,11,exploded candles,1,1.159048787109265
32,7057,flashed,took a picture with __,english,34,M,M,All,object_mid,15,phones,15,14,2,Yes,NA,12,flashed phones,1,9.01407984535733
32,6409,popped,poked __ with a pin,english,34,F,M,Some,object_high,15,bubbles,15,15,2,Yes,NA,13,popped bubbles,1,14.421873858181714
32,13563,ran out of batteries,left __ on (and unplugged) all day,english,34,F,M,Some,object_high,10,laptops,15,16,2,Yes,NA,14,ran out of batteries laptops,0.6666666666666666,12.969289999403273
32,6340,blew away,left __ on a table on a windy day,english,34,F,M,All,object_high,15,napkins,15,17,2,Yes,NA,15,blew away napkins,1,13.88454430875539
32,9231,stuck,glued __ to a piece of paper,english,34,M,M,Some,object_low,10,beads,15,18,2,Yes,NA,16,stuck beads,0.6666666666666666,12.048584480716158
32,14258,ripped,used __ as dog toys,english,34,M,F,short_filler,object_low,14,shoes,15,19,2,Yes,NA,17,ripped shoes,0.9333333333333333,10.387117903875804
