workerid,rt,trial_type,name,responsetype,gender,num_objects,object,effect,actual_cause,cause,response,other_gender,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
4,35466,cause_effect_prior,Gregory,confidence,M,15,old cars,beeped,<strong>Gregory left the lights on in  15 old cars.</strong>,left the lights on in __,0.67,M,3,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,35466,cause_effect_prior,Gregory,ci_low,M,15,old cars,beeped,<strong>Gregory left the lights on in  15 old cars.</strong>,left the lights on in __,15,M,3,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,35466,cause_effect_prior,Gregory,ci_high,M,15,old cars,beeped,<strong>Gregory left the lights on in  15 old cars.</strong>,left the lights on in __,15,M,3,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,35466,cause_effect_prior,Gregory,best_guess,M,15,old cars,beeped,<strong>Gregory left the lights on in  15 old cars.</strong>,left the lights on in __,15,M,3,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,11167,cause_effect_prior,Timothy,confidence,M,15,balls of tin foil,exploded,<strong>Timothy heated up  15 balls of tin foil  in a microwave.</strong>,heated up __ in a microwave,0.75,M,4,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,11167,cause_effect_prior,Timothy,ci_low,M,15,balls of tin foil,exploded,<strong>Timothy heated up  15 balls of tin foil  in a microwave.</strong>,heated up __ in a microwave,5,M,4,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,11167,cause_effect_prior,Timothy,ci_high,M,15,balls of tin foil,exploded,<strong>Timothy heated up  15 balls of tin foil  in a microwave.</strong>,heated up __ in a microwave,15,M,4,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,11168,cause_effect_prior,Timothy,best_guess,M,15,balls of tin foil,exploded,<strong>Timothy heated up  15 balls of tin foil  in a microwave.</strong>,heated up __ in a microwave,12,M,4,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,20217,cause_effect_prior,Richard,confidence,M,15,bike lights,ran out of batteries,<strong>Richard left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,0.89,M,5,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,20217,cause_effect_prior,Richard,ci_low,M,15,bike lights,ran out of batteries,<strong>Richard left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,0,M,5,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,20217,cause_effect_prior,Richard,ci_high,M,15,bike lights,ran out of batteries,<strong>Richard left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,15,M,5,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,20217,cause_effect_prior,Richard,best_guess,M,15,bike lights,ran out of batteries,<strong>Richard left  15 bike lights  on (and unplugged) all day.</strong>,left __ on (and unplugged) all day,13,M,5,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,19606,cause_effect_prior,Kenneth,confidence,M,15,love notes,had the letter Z in them,<strong>Kenneth wrote  15 love notes.</strong>,wrote __,0.78,M,6,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,19606,cause_effect_prior,Kenneth,ci_low,M,15,love notes,had the letter Z in them,<strong>Kenneth wrote  15 love notes.</strong>,wrote __,0,M,6,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,19606,cause_effect_prior,Kenneth,ci_high,M,15,love notes,had the letter Z in them,<strong>Kenneth wrote  15 love notes.</strong>,wrote __,7,M,6,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,19606,cause_effect_prior,Kenneth,best_guess,M,15,love notes,had the letter Z in them,<strong>Kenneth wrote  15 love notes.</strong>,wrote __,5,M,6,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,16363,cause_effect_prior,Karen,confidence,F,15,poems,rhymed,<strong>Karen wrote  15 poems.</strong>,wrote __,0.9,M,7,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,16363,cause_effect_prior,Karen,ci_low,F,15,poems,rhymed,<strong>Karen wrote  15 poems.</strong>,wrote __,3,M,7,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,16363,cause_effect_prior,Karen,ci_high,F,15,poems,rhymed,<strong>Karen wrote  15 poems.</strong>,wrote __,15,M,7,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,16363,cause_effect_prior,Karen,best_guess,F,15,poems,rhymed,<strong>Karen wrote  15 poems.</strong>,wrote __,9,M,7,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,12419,cause_effect_prior,Christopher,confidence,M,15,computers,lit up,<strong>Christopher pressed the &quotecharon&quotechar button on  15 computers.</strong>,pressed the &quotecharon&quotechar button on __,0.95,F,8,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,12419,cause_effect_prior,Christopher,ci_low,M,15,computers,lit up,<strong>Christopher pressed the &quotecharon&quotechar button on  15 computers.</strong>,pressed the &quotecharon&quotechar button on __,10,F,8,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,12419,cause_effect_prior,Christopher,ci_high,M,15,computers,lit up,<strong>Christopher pressed the &quotecharon&quotechar button on  15 computers.</strong>,pressed the &quotecharon&quotechar button on __,15,F,8,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,12419,cause_effect_prior,Christopher,best_guess,M,15,computers,lit up,<strong>Christopher pressed the &quotecharon&quotechar button on  15 computers.</strong>,pressed the &quotecharon&quotechar button on __,14,F,8,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,10277,cause_effect_prior,Jerry,confidence,M,15,shoes,ripped,<strong>Jerry used  15 shoes  as dog toys.</strong>,used __ as dog toys,0.87,F,9,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,10277,cause_effect_prior,Jerry,ci_low,M,15,shoes,ripped,<strong>Jerry used  15 shoes  as dog toys.</strong>,used __ as dog toys,7,F,9,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,10277,cause_effect_prior,Jerry,ci_high,M,15,shoes,ripped,<strong>Jerry used  15 shoes  as dog toys.</strong>,used __ as dog toys,15,F,9,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,10277,cause_effect_prior,Jerry,best_guess,M,15,shoes,ripped,<strong>Jerry used  15 shoes  as dog toys.</strong>,used __ as dog toys,10,F,9,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,14727,cause_effect_prior,Thomas,confidence,M,15,beads,stuck,<strong>Thomas glued  15 beads  to a piece of paper.</strong>,glued __ to a piece of paper,0.9,M,10,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
4,14727,cause_effect_prior,Thomas,ci_low,M,15,beads,stuck,<strong>Thomas glued  15 beads  to a piece of paper.</strong>,glued __ to a piece of paper,3,M,10,english,1,Female,37,,Yes,2,Windows,768,1366,Chrome,337F8MIIMYCV3RIGJJQ8HTQL7DL404,3ISUSNUB1ZE72UJGCQMJRE1OL4JK2O,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.80,Tue May 05 10:43:03 PDT 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Thu Jun 04 10:43:03 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMYCV3RIGJJQ8HTQL7DL404,3PW9OPU9PQJOTMM51QGMQ38IROR12A,4,Submitted,Wed May 06 03:30:46 PDT 2015,Tue May 05 10:46:15 PDT 2015,Tue May 05 10:50:46 PDT 2015,,,,,,[],{},4.467233333333334
